"Tabla Origen","Columna Local","Tabla Destino","Columna Destino"
mp_afiliados,aseg_afiliados_id,aseg_afiliados,id
mp_consumo_fallos,mp_consumos_id,mp_consumos,id
mp_cotizaciones,au_cotizaciones_id,au_cotizaciones,id
mp_cotizaciones,mp_prescripciones_id,mp_prescripciones,id
mp_cotizaciones,mp_prescripcion_insumos_id,mp_prescripcion_insumos,id
mp_cotizaciones,mp_prescripcion_medicamentos_id,mp_prescripcion_medicamentos,id
mp_cotizaciones,mp_prescripcion_tecnologias_id,mp_prescripcion_tecnologias,id
mp_direccionamiento_entregados,mp_direccionamiento_id,mp_direccionamientos,id
mp_direccionamiento_entregados,mp_prescripcion_id,mp_prescripciones,id
mp_direccionamiento_entregados,mp_prescripicion_insumos_id,mp_prescripcion_insumos,id
mp_direccionamiento_entregados,mp_prescripicion_medicamentos_id,mp_prescripcion_medicamentos,id
mp_direccionamiento_entregados,mp_prescripicion_tecnologias_id,mp_prescripcion_tecnologias,id
mp_direccionamientos,mp_prescripciones_id,mp_prescripciones,id
mp_direccionamientos,mp_prescripcion_insumos_id,mp_prescripcion_insumos,id
mp_direccionamientos,mp_prescripcion_medicamentos_id,mp_prescripcion_medicamentos,id
mp_direccionamientos,mp_prescripcion_tecnologias_id,mp_prescripcion_tecnologias,id
mp_direccionamientos_programadas,mp_direccionamientos_id,mp_direccionamientos,id
mp_entrega_facturas,mp_direccionamiento_entregados_id,mp_direccionamiento_entregados,id
mp_entrega_facturas,mp_entrega_suministros_id,mp_entrega_suministros,id
mp_entrega_suministros,mp_direccionamiento_entregados_id,mp_direccionamiento_entregados,id
mp_medicamento_indicaciones_unirs,mp_codigo_unirs_id,mp_codigo_unirs,id
mp_medicamento_indicaciones_unirs,mp_prescripcion_medicamentos_id,mp_prescripcion_medicamentos,id
mp_medicamento_principios_activos,mp_prescripcion_medicamentos_id,mp_prescripcion_medicamentos,id
mp_medicamento_principios_activos,mp_prescripcion_medicamentos_id,mp_prescripcion_medicamentos,id
mp_no_direccionados,mp_prescripciones_id,mp_prescripciones,id
mp_no_direccionados,mp_prescripcion_insumos_id,mp_prescripcion_insumos,id
mp_no_direccionados,mp_prescripcion_medicamentos_id,mp_prescripcion_medicamentos,id
mp_no_direccionados,mp_prescripcion_tecnologias_id,mp_prescripcion_tecnologias,id
mp_notificaciones_historicos,mp_prescripcion_id,mp_prescripciones,id
mp_notificaciones_historicos,mp_prescripcion_insumo_id,mp_prescripcion_insumos,id
